"User-ID","Location","Age"
"21402","bloomington, indiana, usa","30"
"21404","west vancouver, british columbia, canada",NULL
"21406","st. louis, missouri, usa",NULL
"21407","ottawa, ontario, canada",NULL
"21415","arboga, n/a, sweden",NULL
"21418","london, ontario, canada","32"
"21420","los angeles, california, usa",NULL
"21423","loudon, tennessee, usa","21"
"21425","virginia beach, virginia, usa","60"
"21427","stawell, victoria, australia",NULL
"21430","stourport-on-severn, england, united kingdom","41"
"21434","wooster, ohio, usa",NULL
"21435","rochester, new york, usa",NULL
"21438","fort laduerdale, florida, usa","44"
"21448","hoosick falls, new york, usa",NULL
"21450","chattanooga, tennessee, usa","51"
"21451","bonita springs, florida, usa",NULL
"21455","franklin, massachusetts, usa",NULL
"21462","canberra, australian capital territory, australia",NULL
"21468","los angeles, california, usa","43"
"21469","ipswich, england, united kingdom","36"
"21470","weehawken, new jersey, usa",NULL
"21471","portland, oregon, usa","46"
"21474","osimo, marche, italy","25"
"21479","temecula, california, usa","16"
"21480","boston, pennsylvania, usa","14"
"21481","kingsville, texas, usa","51"
"21484","madison, wisconsin, usa","21"
"21486","earlton, new york, usa","26"
"21490","cuyahoga falls, ohio, usa",NULL
"21493","nanaimo, british columbia, canada",NULL
"21494","eugene, oregon, usa","30"
"21495","palm harbor, florida, usa",NULL
"21496","cambridge, ontario, canada","31"
"21501","livingston, texas, usa",NULL
"21507","claremore, oklahoma, usa",NULL
"21512","sherman, texas, usa","56"
"21515","naples, florida, usa","74"
"21518","cleveland, tennessee, usa","59"
"21528","vancouver, british columbia, canada",NULL
"21529","yverdon, vaud, switzerland",NULL
"21532","lisboa, lisboa, portugal",NULL
"21533","boise, idaho, usa","33"
"21535","st. charles, missouri, usa",NULL
"21536","roma, lazio, italy",NULL
"21540","edmonton, alberta, canada",NULL
"21541","vienna, vienna, austria","45"
"21542","hamilton, ontario, canada","61"
"21550","timmins, ontario, canada",NULL
"21552","lancaster, pennsylvania, usa",NULL
"21559","pittsburgh, pennsylvania, usa","52"
"21568","ocoee, florida, usa","59"
"21570","san jose, california, usa","55"
"21575","albuquerque, new mexico, usa","14"
"21576","memphis, tennessee, usa","31"
"21577","buckhannon, west virginia, usa","25"
"21589","springfield, missouri, usa",NULL
"21593","san francisco, california, usa","31"
"21594","beijing, alabama, china","21"
"21606","birmingham, ,","22"
"21607","keizer, oregon, usa",NULL
"21608","washington, dc, usa","22"
"21611","walsall, west midlands, united kingdom","37"
"21612","lydd, england, united kingdom","24"
"21617","houston, texas, usa","25"
"21618","atlanta, georgia, usa","24"
"21620","virginia beach, virginia, usa","57"
"21622","stadecken-elsheim, rheinland-pfalz, germany","33"
"21623","kalorama, victoria, australia","15"
"21627","olympia, washington, usa",NULL
"21636","manchester, england, united kingdom","37"
"21643","waterloo, illinois, usa",NULL
"21648","san rafael, california, usa","50"
"21649","new ringgold, pennsylvania, usa","31"
"21655","gaithersburg, maryland, usa","52"
"21659","san jose, california, usa","31"
"21660","chattanooga, tennessee, usa","52"
"21661","decorah, iowa, usa",NULL
"21664","offenbach, hessen, germany","40"
"21666","manchester, england, united kingdom","63"
"21669","roanoke, virginia, usa",NULL
"21683","round lake beach, illinois, usa","40"
"21684","austin, minnesota, usa","37"
"21685","wigan, england, united kingdom",NULL
"21686","atlanta, georgia, usa","26"
"21692","london, england, united kingdom","22"
"21698","prince george, british columbia, canada",NULL
"21701","san antonio, texas, usa",NULL
"21705","folkestone, england, united kingdom","25"
"21708","albuquerque, new mexico, usa","44"
"21717","jackson, new jersey, usa","19"
"21722","janesville, wisconsin, usa","48"
"21726","johnson city, tennessee, usa",NULL
"21737","holland, new york, usa","41"
"21738","neuenrade, nordrhein-westfalen, greece",NULL
"21745","newcastle, england, united kingdom","13"
"21749","calgary, alberta, canada","59"
"21750","salt lake city, utah, usa","37"
"21751","cedar rapids, iowa, usa","42"
"21758","roeland park, kansas, usa",NULL
"21763","silver spring, maryland, usa",NULL
"21765","oakland, campania, usa",NULL
"21773","del city, oklahoma, usa",NULL
"21774","lecco, lombardia, italy","21"
"21775","salina, kansas, usa",NULL
"21777","edmonton, alberta, canada","55"
"21778","macclesfield, cheshire, united kingdom","37"
"21779","tomah, wisconsin, usa","50"
"21788","louisville, kentucky, usa","56"
"21789","federal way, washington, usa","37"
"21790","riverside, california, usa","15"
"21791","hillsboro, oregon, usa",NULL
"21800","ridgefield, connecticut, usa",NULL
"21801","centralia, washington, usa","31"
"21803","eureka, missouri, usa","59"
"21806","perth, western australia, australia","30"
"21811","avon, england, united kingdom","17"
"21819","adel, georgia, usa","60"
"21822","tigard, oregon, usa","57"
"21823","malvern east, victoria, australia",NULL
"21827","charlottetown, prince edward island, canada","32"
"21828","chicago, illinois, usa","21"
"21830","almonte, ontario, canada","57"
"21832","reggio emilia, emilia romagna, italy","37"
"21833","koroit, victoria, australia",NULL
"21837","los angeles, california, usa","39"
"21840","regina, saskatchewan, canada","25"
"21844","montevideo, montevideo, uruguay","30"
"21852","miami, florida, usa",NULL
"21855","wayzata, ,",NULL
"21856","bunbury, western australia, australia","21"
"21860","bellingham, washington, usa",NULL
"21861","sugar grove, illinois, usa","44"
"21863","toronto, ontario, canada",NULL
"21866","sheffield, england, united kingdom","35"
"21867","canaan, new york, usa","57"
"21870","carlisle, pennsylvania, usa",NULL
"21874","eagle, colorado, usa",NULL
"21875","tampa, florida, usa","43"
"21876","yellowstone national park, wyoming, usa","26"
"21882","barrie, ontario, canada",NULL
"21886","buffalo, new york, usa","49"
"21888","columbus, georgia, usa","26"
"21893","temuka, south canterbury, oman",NULL
"21894","cleveland, ohio, usa","24"
"21895","olyphant, pennsylvania, usa","16"
"21896","medway, massachusetts, usa","31"
"21901","stawell, victoria, australia",NULL
"21903","santa cruz, ,",NULL
"21905","st. charles, missouri, usa","18"
"21909","atlantic beach, new york, usa",NULL
"21910","hertford, north carolina, usa",NULL
"21911","växjö, n/a, sweden","27"
"21912","oxford, oxon, united kingdom","0"
"21913","lisboa, n/a, portugal","25"
"21915","las vegas, nevada, usa","37"
"21918","napier, n/a, new zealand",NULL
"21922","bellefonte, pennsylvania, usa",NULL
"21924","bonn, nordrhein-westfalen, germany","38"
"21927","new york, new york, usa","34"
"21930","elk grove, california, usa","28"
"21937","new haven, vermont, usa","40"
"21942","halifax, nova scotia, canada",NULL
"21948","raleigh, north carolina, usa",NULL
"21949","hardy, arkansas, usa","63"
"21952","winter springs, florida, usa","73"
"21955","calgary, alberta, canada","58"
"21956","tucson, arizona, usa",NULL
"21957","summerville, georgia, usa","51"
"21960","melbourne, ,",NULL
"21962","lincoln, nebraska, usa","17"
"21964","marine on st croix, minnesota, usa","47"
"21971","fries, virginia, usa",NULL
"21976","new york city, new york, usa","45"
"21979","port huron, michigan, usa","39"
"21982","grandville, michigan, usa",NULL
"21991","baton rouge, louisiana, usa","18"
"21999","avon lake, ohio, usa","37"
"22001","louisville, kentucky, usa","15"
"22009","preston, england, united kingdom","66"
"22012","canberra, australian capital territory, australia",NULL
"22014","saint-puy, gers, france",NULL
"22015","arlington, texas, usa",NULL
"22019","dunfermline, fife, united kingdom","28"
"22020","north vancouver, british columbia, canada",NULL
"22021","burnside, south australia, australia","51"
"22022","oceanside, california, u.s.a.","35"
"22023","windsor, ontario, canada","35"
"22025","orange, california, usa",NULL
"22028","lancaster, pennsylvania, usa",NULL
"22029","rotterdam, zuid holland, netherlands",NULL
"22034","tallahassee, florida, usa",NULL
"22038","airdrie, alberta, canada",NULL
"22043","hermiston, oregon, usa",NULL
"22045","sacramento, california, usa",NULL
"22047","pasadena, maryland, usa","42"
"22051","sf, california, usa",NULL
"22062","houston, texas, usa","52"
"22066","seattle, washington, usa",NULL
"22067","baker city, oregon, usa","35"
"22071","north adams, massachusetts, usa",NULL
"22074","san luis obispo, california, usa",NULL
"22078","huntsville, alabama, usa",NULL
"22082","rio de janeiro, rio de janeiro, brazil","26"
"22088","henderson, nevada, usa","45"
"22089","brooklyn, new york, usa","25"
"22094","normal, illinois, usa","25"
"22095","rochester, minnesota, usa","71"
"22097","memphis, tennessee, usa","53"
"22103","corvallis, ,",NULL
"22106","haifa, northen israel, israel","30"
"22107","eagan, minnesota, usa","45"
"22109","marbella san pedro alcántara, andalucia, spain","33"
"22114","abbotsford, british columbia, canada",NULL
"22121","edinburgh, scotland, united kingdom","33"
"22122","qualicum beach, british columbia, canada",NULL
"22125","forres, n/a, united kingdom","52"
"22126","toronto, ontario, canada","31"
"22127","grand rapids, michigan, usa",NULL
"22132","guangzhou, n/a, china","25"
"22134","vitoria-gasteiz, euskadi, spain","34"
"22143","port townsend, washington, usa","52"
"22144","reading, england, united kingdom","21"
"22145","halifax, nova scotia, canada","30"
"22152","new york, new york, usa",NULL
"22154","cleveland, ohio, usa","36"
"22156","boulder, colorado, usa",NULL
"22157","cape town, western cape, south africa","28"
"22161","madrid, madrid, spain","39"
"22162","milton, florida, usa",NULL
"22164","boring, ,",NULL
"22167","lafayette hill, pennsylvania, usa","32"
"22170","besana, lombardia, italy","20"
"22177","brooklyn, new york, usa","23"
"22178","london, n/a, united kingdom","33"
"22186","easton, pennsylvania,",NULL
"22191","kumberg, steiermark, austria","26"
"22192","barcelona, barcelona, spain","31"
"22200","new delhi, delhi, india","36"
"22202","porterville, california, usa",NULL
"22205","coventry, england, united kingdom","30"
"22206","divernon, illinois, usa",NULL
"22211","olympia, washington, usa","60"
"22215","san francisco, california, usa",NULL
"22216","porterville, california, usa","56"
"22217","prince george, british columbia, canada","17"
"22220","aliso viejo, california, usa","30"
"22221","stone harbor, new jersey, usa","30"
"22228","tillamook, oregon, usa","30"
"22229","scottdale, ,",NULL
"22241","randallstown, maryland, usa",NULL
"22243","sintra, lisboa, portugal","25"
"22245","marshall, michigan, usa",NULL
"22248","vienna, vienna, austria","18"
"22252","elmhurst, new york, usa","38"
"22255","koror, melekeok, palau",NULL
"22267","portage, michigan, usa",NULL
"22268","aberdeen, scotland, united kingdom","40"
"22271","vancouver, british columbia, canada","47"
"22273","pamplona, navarra, spain","37"
"22274","fullerton, california, usa",NULL
"22277","siena, toscana, italy","34"
"22281","torrox, malaga, spain","19"
"22284","madison, wisconsin,",NULL
"22287","ottawa, ontario, canada","26"
"22292","hospitalet, n/a, spain",NULL
"22295","milano, lombardia, italy","2"
"22296","lille, nord, france","38"
"22297","fredericton, new brunswick, canada",NULL
"22310","antwerp, antwerp, belgium","53"
"22311","milano, lombardia, italy","56"
"22315","barcelona, catalonia, spain","25"
"22317","redwood city, california, usa",NULL
"22320","el vendrell, tarragona, spain","36"
"22325","birmingham, alabama, usa","53"
"22329","frankford, ,",NULL
"22332","radcliff, kentucky, usa","41"
"22338","florissant, missouri, usa","33"
"22340","chester, connecticut, usa","44"
"22342","berga, barcelona, spain","33"
"22343","lisbon, lisbon, portugal","21"
"22347","fredricton, new brunswick, canada",NULL
"22350","bruz, bretagne, france","21"
"22351","redondo beach, california, usa",NULL
"22359","conroe, texas, usa","37"
"22362","fresno, california, usa","31"
"22365","castle rock, colorado, usa","51"
"22379","nashville, tennessee, usa","22"
"22384","vienenburg, niedersachsen, germany",NULL
"22387","cologne, nordrhein-westfalen, germany",NULL
"22389","apex, north carolina, usa","31"
"22391","boca raton, florida, usa",NULL
"22392","campinas, são paulo, brazil","17"
"22396","myrtle beach, south carolina, usa",NULL
"22397","york, england, united kingdom",NULL
"22398","pine knoll shores, north carolina, usa",NULL
"22403","port orchard, washington, usa","42"
"22404","sydney, new south wales, australia","60"
"22406","portland, oregon, usa",NULL
"22409","toledo, ohio, usa","28"
"22411","forlì, emilia romagna, italy","31"
"22417","hamilton, ontario, canada",NULL
"22418","dana point, california, usa",NULL
"22422","new york city, new york, usa","22"
"22423","white bluff, tennessee, usa","35"
"22429","clearwater, florida, usa","65"
"22431","milan, lombardia, italy","63"
"22432","bartlesville, oklahoma, usa","35"
"22437","wakefield, massachusetts, usa",NULL
"22439","san francisco, california, usa",NULL
"22453","trieste, friuli venezia giulia, italy",NULL
"22457","castellnou de seana, lleida, spain","40"
"22461","mackay, queensland, australia","27"
"22463","toronto, ontario, canada",NULL
"22464","south bend, indiana, usa",NULL
"22473","belfast, n.a., ireland",NULL
"22478","nice, maritime alps, france",NULL
"22482","aloha, oregon, usa",NULL
"22483","joliet, illinois, usa","31"
"22486","victoria, british columbia, canada","17"
"22495","drums, pennsylvania, usa","29"
"22503","short hills, new jersey, usa","18"
"22504","auburn, california, usa","33"
"22510","woodstock, ,",NULL
"22511","fresno, california, usa","51"
"22515","kitchener, ontario, canada",NULL
"22517","akron, ohio, usa","53"
"22521","montgomery, alabama, usa","18"
"22526","the colony, texas, usa",NULL
"22528","barcelona, catalunya, spain","46"
"22530","milano, lombardia, italy","34"
"22532","winnipeg, manitoba, canada","36"
"22547","stockholm, n/a, sweden",NULL
"22562","chicago, illinois, usa",NULL
"22563","santa monica, california, usa","33"
"22569","the woodlands, texas, usa",NULL
"22579","euless, texas, usa","50"
"22583","columbia, south carolina, usa","26"
"22585","ottawa, kansas, usa","34"
"22596","lincoln, england, united kingdom",NULL
"22600","berlin, berlin, germany, germany",NULL
"22601","london, alaska, united kingdom","29"
"22605","nanaimo, british columbia, canada",NULL
"22607","los angeles, california, usa","33"
"22608","bethesda, maryland, usa",NULL
"22612","boca raton, florida,",NULL
"22614","berkeley, california, usa",NULL
"22617","spearfish, south dakota, usa",NULL
"22624","houston, texas, usa","28"
"22625","lynbrook, new york, usa","54"
"22628","santee, california, usa",NULL
"22630","bellingham, washington, usa","24"
"22632","whitecourt, arizona, canada","29"
"22634","london, england, united kingdom","31"
"22637","toronto, ontario, canada","27"
"22642","märsta, n/a, sweden",NULL
"22648","selestat, alsace, france","35"
"22650","london, england, united kingdom","44"
"22657","coeur d`alene, idaho, usa",NULL
"22665","fredericksburg, texas, usa","42"
"22666","schwandorf, bayern - germany, germany",NULL
"22671","melbourne, victoria, australia","42"
"22676","stantonsburg, north carolina, usa","31"
"22677","sonoma, california, usa","62"
"22683","calgary, alberta, canada",NULL
"22684","okatie, south carolina, usa","50"
"22687","kotka, kymenlaakso, finland",NULL
"22688","albuquerque, new mexico, usa",NULL
"22692","valencia, n/a, spain","23"
"22695","naperville, illinois, usa","23"
"22703","denver, ,",NULL
"22710","bochum, nordrhein-westfalen, germany","33"
"22712","benstead, england, united kingdom","55"
"22713","clarks grees, pennsylvania, usa",NULL
"22720","detmold, nordrhein-westfalen, germany",NULL
"22722","tequesta, florida, usa","44"
"22723","waikoloa, hawaii, usa",NULL
"22739","birmingham, england, united kingdom","35"
"22744","grapevine, texas, usa",NULL
"22747","london, england, united kingdom","32"
"22748","grosse pointe, michigan, usa",NULL
"22755","fort kent, alberta, canada",NULL
"22767","london, ohio, usa",NULL
"22773","brookfield, wisconsin, usa",NULL
"22774","mcfadden, ontario, canada","1"
"22775","bend, oregon, usa","43"
"22780","fredericton, new brunswick, canada",NULL
"22785","portland, oregon, usa",NULL
"22788","rugby, england, united kingdom",NULL
"22789","casa grande, arizona, usa",NULL
"22793","st. louis, missouri, usa","43"
"22809","champaign, illinois, usa","25"
"22810","devon, england, united kingdom",NULL
"22811","conroe, texas, usa",NULL
"22812","des moines, washington, usa",NULL
"22813","grimsby, ontario, canada",NULL
"22817","bruesewitz, mecklenburg-vorpommern, germany","59"
"22818","franklin, pennsylvania, usa","28"
"22822","aachen, nordrhein-westfalen, germany","40"
"22823","cameron park, california, usa","51"
"22824","lisbon, lisbon, portugal","49"
"22826","zanesville, ohio, usa",NULL
"22828","hamilton, ontario, canada",NULL
"22830","mijdrecht, n/a, netherlands","38"
"22831","caringbah, new south wales, australia","26"
"22843","london, england, united kingdom",NULL
"22850","weil im schoenbuch, baden-wuerttemberg, germany",NULL
"22851","muenster, saskatchewan, canada","68"
"22853","parkersburg, ,","48"
"22854","toronto, ontario, canada","19"
"22855","little ann, england, united kingdom",NULL
"22857","newport, england, united kingdom","23"
"22858","montevideo, montevideo, uruguay","47"
"22862","cooper city, florida, usa",NULL
"22866","maryville, tennessee, usa",NULL
"22873","unalakleet, alaska, usa",NULL
"22881","red deer, alberta, canada","48"
"22884","victoria, british columbia, canada",NULL
"22885","stratford, england, united kingdom","30"
"22888","las vegas, ,",NULL
"22894","amsterdam, noord-holland, netherlands","29"
"22899","san antonio, texas, usa",NULL
"22900","san antonio, texas, usa",NULL
"22904","miami, florida, usa","35"
"22910","kirchdorf/amper, bayern, germany","26"
"22912","lake ridge, virginia, usa","37"
"22916","denver, colorado, usa","41"
"22917","alvin, texas, usa","16"
"22918","stillwater, minnesota, usa",NULL
"22919","south bend, indiana, usa","40"
"22922","fargo, north dakota, usa",NULL
"22924","madrid, madrid, spain","32"
"22927","goldsboro, north carolina, usa",NULL
"22929","vancouver, washington, usa","42"
"22936","raleigh, north carolina, usa","23"
"22947","lancaster, new hampshire, usa","25"
"22961","corvallis, oregon, usa",NULL
"22964","london, ,","25"
"22968","stamford, connecticut, usa","42"
"22974","paris, ile-de-france, france",NULL
"22975","belton, texas, usa","30"
"22981","rennes, bretagne, france","23"
"22983","quezon city, metro manila, philippines","44"
"22987","vancouver, british columbia, canada",NULL
"22988","greensboro, north carolina, usa","76"
"22991","munich, bayern, germany","42"
"22992","amherst, massachusetts, usa","57"
"22994","kelowna, british columbia, canada",NULL
"22995","olympia, washington, usa",NULL
"22997","omaha, nebraska, usa",NULL
"22998","benson, vermont, usa",NULL
"23002","stillwater lake, nova scotia, canada","17"
"23003","kentfield, california, usa","62"
"23006","wilmington, north carolina, usa","20"
"23008","peterborough, ontario, canada",NULL
"23013","bologna, emilia romagna, italy","22"
"23017","christchurch, n/a, new zealand",NULL
"23018","odessa, florida, usa",NULL
"23020","brooklyn, new york, usa","28"
"23021","san diego, california, usa","17"
"23022","new haven, connecticut, usa","28"
"23023","são paulo, são paulo, brazil","28"
"23025","lawrenceville, georgia, usa",NULL
"23031","las palmas de gran canaria, islas canarias, spain","43"
"23032","chico, california, usa","54"
"23038","bosque, new mexico, usa","27"
"23043","nepean, ontario, canada",NULL
"23044","london, england, united kingdom","30"
"23050","waihi, bay of plenty, new zealand",NULL
"23051","mount laurel, new jersey, usa","40"
"23054","frankfurt, hessen, germany",NULL
"23061","burlington, vermont, usa","27"
"23065","plymouth, massachusetts, usa","26"
"23067","città di castello, , italy","28"
"23068","milan, mi, italy","39"
"23070","grand rapids, michigan, usa","24"
"23079","daventry, england, united kingdom","30"
"23080","huntington beach, california, usa","34"
"23086","caldas da rainha, caldas da rainha, portugal",NULL
"23092","mechanicsville, virginia, usa",NULL
"23103","highland park, new jersey, usa","24"
"23105","crossville, tennessee, usa","64"
"23107","regina, saskatchewan, canada",NULL
"23115","penafiel, porto, portugal","23"
"23124","pieve emanuele, lombardia, italy","22"
"23127","granada, granada, spain","22"
"23128","philadelphia, pennsylvania, usa","40"
"23131","silver spring, maryland, usa",NULL
"23135","köln, nordrhein-westfalen, usa","45"
"23138","new york, new york, usa","68"
"23144","st. louis, missouri, usa","40"
"23145","surrey, british columbia, canada",NULL
"23151","münster, n/a, germany",NULL
"23166","kuala lumpur, wp, malaysia","51"
"23176","berkeley, california, usa","56"
"23180","berkeley, california, usa","28"
"23181","berkeley, california, usa","40"
"23182","berkeley, california, usa","21"
"23184","pavilion, new york, usa",NULL
"23185","lansdale, pennsylvania, usa",NULL
"23188","vancouver, british columbia, canada","43"
"23193","potsdam, new york, usa","25"
"23198","berlin, n/a, germany","36"
"23199","trier, rheinland-pfalz, germany",NULL
"23200","dallgow-döberitz, brandenburg, germany","30"
"23204","berlin, berlin, germany","26"
"23205","berlin, berlin, germany","24"
"23218","jacksonville, florida, usa","36"
"23219","southampton, n/a, bermuda",NULL
"23220","decatur, georgia, usa","44"
"23221","san antonio, texas, usa",NULL
"23225","lillooet, british columbia, canada","38"
"23230","eindhoven, noord brabant, netherlands",NULL
"23231","new orleans, louisiana, usa",NULL
"23237","baiersdorf, bayern, germany","32"
"23238","toronto, ontario, canada","41"
"23240","philadelphia, pennsylvania, usa",NULL
"23242","normal, illinois, usa","27"
"23243","colstrip, montana, usa",NULL
"23252","kelkheim, hessen, germany","62"
"23271","stuttgart, baden-wuerttemberg, germany",NULL
"23272","pullach, bayern, germany","58"
"23275","raleigh, north carolina, usa","56"
"23276","williamstown, victoria, australia",NULL
"23280","littleton, massachusetts, usa",NULL
"23288","wolseley, saskatchewan, canada",NULL
"23296","rye, victoria, australia","71"
"23297","valley stream, new york, usa","56"
"23301","marbais, brabant wallon, belgium","33"
"23303","dunedin, otago, new zealand","43"
"23306","greenvalley, arizona, usa",NULL
"23312","freiburg, baden-wuerttemberg, germany",NULL
"23315","philadelphia, pennsylvania, usa",NULL
"23316","blue bell, pennsylvania, usa",NULL
"23325","vitoria - gasteiz, país vasco, álava, spain","17"
"23328","barcelona, cataluña, spain","24"
"23331","marietta, georgia, usa","33"
"23335","austin, texas, usa",NULL
"23339","largo, florida, usa","17"
"23340","cleveland, ohio, usa",NULL
"23341","columbia, south carolina, usa","46"
"23343","ladson, south carolina, usa","37"
"23344","none, japan, japan",NULL
"23350","north bend, washington, usa","41"
"23353","berryville, virginia, usa","31"
"23357","london, england, united kingdom",NULL
"23360","ketchum, idaho, usa",NULL
"23361","amsterdam, nl, netherlands",NULL
"23363","camarillo, california, usa",NULL
"23364","bisbee, arizona, usa","49"
"23366","sidney, nebraska, usa","54"
"23370","big lake, minnesota, usa","46"
"23373","roma, lazio, italy","37"
"23380","barcelona, catalunya, spain","39"
"23385","essen, nordrheinwestfalen, germany",NULL
"23390","zaragoza, aragón, spain","26"
"23392","port angeles, washington, usa","70"
"23394","exeter, england, united kingdom","68"
"23395","natick, massachusetts, usa",NULL
"23396","nottingham, england, united kingdom",NULL
"23399","carvin, \"n/a\", france","18"
"23405","basel, basel, switzerland","41"
"23408","lansdale, pennsylvania, usa",NULL
"23410","minneapolis, minnesota,",NULL
"23415","barcelona, catalunya, spain","23"
"23419","sant feliu de llobregat, catalunya, spain","27"
"23426","torre annunziata, campania, italy",NULL
"23429","st.-michielsgestel, noord-brabant, netherlands",NULL
"23437","viernheim, hessen, germany","31"
"23439","sitges, barcelona, spain","32"
"23442","roma, lazio, italy","31"
"23449","bilbao, bizkaia, spain","19"
"23450","apopka, florida, usa",NULL
"23459","knowlesville, new brunswick, canada",NULL
"23460","toronto, ontario, canada","26"
"23469","portsmouth, new hampshire, usa",NULL
"23471","duncan, british columbia, canada","38"
"23475","vilnius, n/a, lithuania","20"
"23477","lady lake, florida, usa","68"
"23487","rockford, illinois, usa","33"
"23490","inverary, ontario, canada","65"
"23491","victoria, british columbia, canada","33"
"23493","lancaster, , usa",NULL
"23498","bocabec, ,",NULL
"23500","lakesideca, california, usa",NULL
"23504","richmond, virginia, usa",NULL
"23508","ste-anne de bellevue, quebec, canada",NULL
"23511","chapel hill, north carolina, usa","56"
"23514","houston, texas, usa",NULL
"23517","condeixa-a-nova, coimbra, portugal","25"
"23518","clinton, connecticut, usa",NULL
"23525","norderstedt, schleswig-holstein, germany",NULL
"23529","burraneer, new south wales, australia","38"
"23533","firenze, toscana, italy","21"
"23539","st. louis, missouri, usa",NULL
"23541","quispamsis, new brunswick, canada","48"
"23547","mcallen, texas, usa","26"
"23552","blanes, catalunya, spain","39"
"23556","fort myers, florida, usa",NULL
"23559","montreal, quebec, canada",NULL
"23560","florianopolis, santa catarina, brazil",NULL
"23566","toms river, new jersey, usa","57"
"23567","nürnberg, bayern, germany",NULL
"23568","scanzorosciate, ,",NULL
"23571","burbank, california, usa","41"
"23576","northbrook, illinois, usa","34"
"23578","hinsdale, illinois, usa","57"
"23580","roanoke, virginia, usa","53"
"23581","williamsville, new york, usa","44"
"23582","lake st. louis, missouri, usa","37"
"23583","new hartford, new york, usa",NULL
"23585","pullman, washington, usa",NULL
"23588","wichita, kansas, usa",NULL
"23595","collinsville, illinois, usa","45"
"23597","bettendorf, iowa, usa","44"
"23603","strathmore, alberta, canada",NULL
"23607","waretown, new jersey, usa",NULL
"23619","burlington, vermont, usa","34"
"23622","melbourne, victoria, australia",NULL
"23624","halifax, nova scotia, canada",NULL
"23626","northcote/melbourne, victoria, australia",NULL
"23627","graham, texas, usa",NULL
"23631","macon, georgia, usa","57"
"23634","washington, dc, usa","23"
"23635","southgate, michigan, usa","41"
"23636","port hadlock, washington, usa",NULL
"23637","bethel, connecticut, usa","49"
"23642","austin, texas, usa",NULL
"23643","kensington, maryland, usa","54"
"23645","huntington beach, california, usa",NULL
"23650","mountain view, california, usa","19"
"23652","cincinnati, ohio, usa",NULL
"23653","stoneham, massachusetts, usa","39"
"23655","bath, maine, usa","26"
"23656","cleveland, ohio, usa",NULL
"23657","tallahassee, ,",NULL
"23659","hopkinsville, kentucky, usa","41"
"23661","boston, massachusetts, usa",NULL
"23664","exeter, new hampshire, usa",NULL
"23665","dahlonega, georgia, usa","47"
"23666","west warwick, rhode island,",NULL
"23671","loughborough, england, united kingdom","25"
"23672","riverdale, new york, usa",NULL
"23673","acworth, georgia, usa","36"
"23680","carmichael, ,",NULL
"23689","denver, colorado, usa","43"
"23694","horsham, england, united kingdom","58"
"23695","baton rouge, louisiana, usa",NULL
"23699","minneapolis, minnesota, usa","25"
"23702","new orleans, louisiana, usa","27"
"23703","jackson, michigan, usa","27"
"23705","chicago, illinois, usa","27"
"23712","des moines, iowa, usa",NULL
"23714","new hudson, michigan, usa","31"
"23716","passo fundo, rio grande do sul, brazil",NULL
"23725","belo horizonte, minas gerais, brazil","57"
"23728","harrisburg, pennsylvania, usa",NULL
"23743","barcelona, catalunya, spain","45"
"23747","een klein dorpje in de buurt van goes, n/a, netherlands",NULL
"23749","ottawa, ontario, canada",NULL
"23753","tacoma, washington, usa","63"
"23762","augusta, michigan, usa",NULL
"23766","circleville, ohio, usa",NULL
"23768","st. louis, missouri, usa","45"
"23769","ottawa, ontario, canada",NULL
"23771","ogden, utah, usa",NULL
"23772","seattle, washington, usa",NULL
"23773","mexico, missouri, usa","60"
"23775","santa barbara, california, usa","61"
"23776","south riding, virginia, usa","29"
"23781","new york, new york, usa",NULL
"23784","columbia, south carolina, usa",NULL
"23785","madison, wisconsin, usa","23"
"23792","nanticoke, pennsylvania, usa",NULL
"23794","hot springs,, south dakota, usa","62"
"23795","san jose, california, usa",NULL
"23796","pittsburgh, pennsylvania, usa","54"
"23799","cleveland heights, ohio, usa",NULL
"23800","kensington, california, usa",NULL
"23803","grayslake, illinois, usa",NULL
"23811","mentor, ohio, usa","26"
"23812","adelaide, south australia, australia","37"
"23814","genova, liguria, italy",NULL
"23815","portland, oregon, usa",NULL
"23816","budd lake, new jersey, usa","41"
"23817","florham park, new jersey, usa","43"
"23823","clawson, michigan, usa",NULL
"23832","miami, florida, usa","50"
"23835","kuala lumpur, wilayah persekutuan, malaysia","42"
"23838","münchen, bayern, germany","21"
"23840","munich, bavaria, germany","30"
"23846","philadelphia, pennsylvania, usa","29"
"23847","chicago, illinois, usa","36"
"23848","kirkland, washington, usa","31"
"23852","stade, niedersachsen, germany","17"
"23853","freising, bayern, germany","24"
"23854","potsdam, brandenburg, germany",NULL
"23864","beamsville, ontario, canada","74"
"23867","carson city, nevada, usa","82"
"23869","st peters, missouri, usa",NULL
"23870","keystone heights, florida, usa",NULL
"23871","pompano beach, florida, usa",NULL
"23872","tulsa, oklahoma, usa","22"
"23874","cape town, western cape, south africa",NULL
"23876","saint germain en laye, île de france, france",NULL
"23881","toronto, ontario, canada",NULL
"23885","boston, massachusetts, usa","39"
"23896","rocky hill, new jersey, usa","75"
"23902","london, england, united kingdom",NULL
"23904","tampa, florida, usa",NULL
"23911","boston, massachusetts, usa",NULL
"23914","belvidere, tennessee, usa","65"
"23924","warrior run, pennsylvania, usa","52"
"23925","conway springs, kansas, usa","55"
